symbol,GeneName,ProbeName,RefSeq,FC,RP rank
EPHX2,"epoxide hydrolase 2, cytoplasmic",A_23_P8834,NM_001979,1.1319,1081
AA219130,,A_32_P33802,b,1.0766,1082
PLCL2,phospholipase C-like 2,A_23_P80594,NM_015184,1.1574,1083
ENST00000334218,,A_24_P944299,ns,0.8541,1084
A_32_P7193,,A_32_P7193,0,NA,1085
TPCN2,two pore segment channel 2,A_24_P6933,b,1.1618,1086
ANKRD25,ankyrin repeat domain 25,A_23_P50426,NM_015493,0.8652,1087
FRMD4A,FERM domain containing 4A,A_24_P942321,NM_018027,1.1365,1088
ENST00000324460,,A_24_P401090,ns,0.8638,1089
THC2370681,,A_23_P169766,hc,1.1381,1090
SORT1,sortilin 1,A_24_P325520,NM_002959,0.8758,1091
AF124170,,A_24_P503693,b,0.8805,1092
ASB2,ankyrin repeat and SOCS box-containing 2,A_23_P205370,NM_016150,1.0757,1093
CR594200,,A_32_P196036,b,1.1426,1094
LTB,"lymphotoxin beta (TNF superfamily, member 3)",A_23_P93348,NM_002341,1.1127,1095
SLC7A5,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 5",A_24_P335620,NM_003486,0.8678,1096
ENST00000327926,,A_32_P65022,ns,0.895,1097
THC2368014,,A_24_P307375,hc,0.8875,1098
GAS8,growth arrest-specific 8,A_23_P206435,NM_001481,NA,1099
KIAA1033,KIAA1033,A_23_P394545,NM_015275,0.8627,1100
IL23A,"interleukin 23, alpha subunit p19",A_23_P76078,NM_016584,1.141,1101
CDW92,CDW92 antigen,A_23_P216630,NM_080546,0.8649,1102
CR596670,,A_23_P97218,b,1.1408,1103
MEST,mesoderm specific transcript homolog (mouse),A_23_P156970,NM_002402,0.8789,1104
HLA-DOB,"major histocompatibility complex, class II, DO beta",A_23_P30736,NM_002120,1.1404,1105
TRAM1,translocation associated membrane protein 1,A_23_P112135,NM_014294,0.8662,1106
TUBGCP5,"tubulin, gamma complex associated protein 5",A_23_P152038,NM_052903,1.1362,1107
TSGA2,testis specific A2 homolog (mouse),A_23_P102950,NM_080860,0.9206,1108
LAX1,lymphocyte transmembrane adaptor 1,A_24_P370952,NM_017773,NA,1109
THOC4,THO complex 4,A_24_P387158,NM_005782,0.9226,1110
SHRM,shroom,A_23_P58117,NM_020859,1.0605,1111
SPP1,"secreted phosphoprotein 1 (osteopontin, bone sialoprotein I, early T-lymphocyte activation 1)",A_23_P7313,NM_000582,0.8647,1112
MNDA,myeloid cell nuclear differentiation antigen,A_23_P137935,NM_002432,1.1234,1113
AI342696,,A_32_P215002,b,1.1393,1114
A_32_P183519,,A_32_P183519,0,1.1429,1115
IMP-1,IGF-II mRNA-binding protein 1,A_23_P343954,NM_006546,NA,1116
CD80,"CD80 antigen (CD28 antigen ligand 1, B7-1 antigen)",A_23_P155632,NM_005191,1.1561,1117
ZNF629,zinc finger protein 629,A_23_P163820,b,0.8616,1118
CENTA2,"centaurin, alpha 2",A_24_P373562,NM_018404,1.1417,1119
GFI1,growth factor independent 1,A_23_P257365,NM_005263,0.8565,1120
STK38L,serine/threonine kinase 38 like,A_23_P64743,NM_015000,1.1547,1121
TAGAP,T-cell activation GTPase activating protein,A_23_P253145,NM_054114,1.1435,1122
WNT6,"wingless-type MMTV integration site family, member 6",A_23_P119916,NM_006522,0.8651,1123
BM982926,,A_32_P155512,b,1.1163,1124
H2AFX,"H2A histone family, member X",A_24_P38895,NM_002105,0.8686,1125
CA311129,,A_32_P47265,b,NA,1126
CX3CR1,chemokine (C-X3-C motif) receptor 1,A_23_P407565,NM_001337,1.1579,1127
KIAA1055,KIAA1055 protein,A_32_P361915,NM_015079,0.8707,1128
MT1B,metallothionein 1B (functional),A_23_P37983,NM_005947,0.8642,1129
AF035022,,A_24_P860662,b,1.1104,1130
CD28,CD28 antigen (Tp44),A_23_P91095,NM_006139,NA,1131
ANXA1,annexin A1,A_23_P94501,NM_000700,1.0033,1132
GSTM3,glutathione S-transferase M3 (brain),A_24_P914434,NM_000849,1.1027,1133
PHGDH,phosphoglycerate dehydrogenase,A_23_P85783,NM_006623,0.8715,1134
IQGAP2,IQ motif containing GTPase activating protein 2,A_24_P246361,NM_006633,0.8577,1135
HLA-DRB6,"major histocompatibility complex, class II, DR beta 6 (pseudogene)",A_24_P169013,NR_001298,0.9833,1136
HOMER3,homer homolog 3 (Drosophila),A_23_P39364,NM_004838,1.1345,1137
PPARG,"peroxisome proliferative activated receptor, gamma",A_23_P252062,NM_138711,NA,1138
SEL1L,sel-1 suppressor of lin-12-like (C. elegans),A_23_P88411,NM_005065,0.8678,1139
CA314451,,A_32_P113472,b,1.1469,1140
MS4A7,"membrane-spanning 4-domains, subfamily A, member 7",A_23_P203351,NM_021201,1.1674,1141
D15F37,D15F37 gene,A_24_P222237,NM_001024681,1.1293,1142
CEACAM19,carcinoembryonic antigen-related cell adhesion molecule 19,A_23_P78518,b,1.1504,1143
LARGE,like-glycosyltransferase,A_23_P91697,NM_004737,1.0826,1144
SLC27A2,"solute carrier family 27 (fatty acid transporter), member 2",A_23_P140450,NM_003645,NA,1145
BC016022,,A_24_P895836,b,NA,1146
AK002179,,A_32_P112592,b,0.8686,1147
ENST00000343903,,A_24_P221745,ns,0.8563,1148
CHI3L2,chitinase 3-like 2,A_23_P12082,NM_004000,1.136,1149
ATP1B1,"ATPase, Na+/K+ transporting, beta 1 polypeptide",A_23_P146943,NM_001677,0.8455,1150
MGC19764,hypothetical protein MGC19764,A_23_P402899,NM_144975,0.9661,1151
JARID2,"Jumonji, AT rich interactive domain 2",A_23_P214876,NM_004973,1.1418,1152
FYTTD1,forty-two-three domain containing 1,A_23_P80827,NM_001011537,1.1385,1153
ZC3H7B,zinc finger CCCH-type containing 7B,A_23_P218807,NM_017590,1.1355,1154
PRKCB1,"protein kinase C, beta 1",A_23_P420281,NM_002738,1.1365,1155
GPRC5C,"G protein-coupled receptor, family C, group 5, member C",A_23_P38167,NM_022036,0.8385,1156
ITGA4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",A_23_P56505,NM_000885,0.8569,1157
A_32_P152696,,A_32_P152696,0,0.8675,1158
TLR6,toll-like receptor 6,A_24_P17677,NM_006068,1.1467,1159
THC2314823,,A_32_P74814,hc,NA,1160
LEF1,lymphoid enhancer-binding factor 1,A_24_P20630,NM_016269,1.092,1161
NAPSA,napsin A aspartic peptidase,A_23_P90130,NM_004851,1.1428,1162
THC2323059,,A_32_P102383,hc,1.155,1163
SCML1,sex comb on midleg-like 1 (Drosophila),A_24_P162319,NM_006746,NA,1164
BE703537,,A_32_P104300,b,1.1375,1165
A_32_P134679,,A_32_P134679,0,1.0732,1166
TCL1B,T-cell leukemia/lymphoma 1B,A_23_P48495,NM_199206,1.0945,1167
IFNG,"interferon, gamma",A_23_P151294,NM_000619,NA,1168
AF035021,,A_24_P627503,b,0.863,1169
CXCL10,chemokine (C-X-C motif) ligand 10,A_24_P303091,NM_001565,1.0648,1170
MAGED2,"melanoma antigen family D, 2",A_23_P33894,NM_201222,0.8754,1171
GLULD1,glutamate-ammonia ligase (glutamine synthase) domain containing 1,A_23_P93169,NM_016571,NA,1172
MCTP1,multiple C2-domains with two transmembrane regions 1,A_24_P212481,NM_024717,0.8651,1173
KLF7,Kruppel-like factor 7 (ubiquitous),A_23_P67980,NM_003709,1.1253,1174
AK124776,,A_32_P71858,b,1.1588,1175
CLEC4A,"C-type lectin domain family 4, member A",A_23_P48029,NM_016184,1.1142,1176
NALP7,"NACHT, leucine rich repeat and PYD containing 7",A_23_P16384,NM_139176,0.9362,1177
CCL3L3,chemokine (C-C motif) ligand 3-like 3,A_24_P228130,NM_001001437,0.8685,1178
A_24_P281395,,A_24_P281395,0,0.906,1179
LY6E,"lymphocyte antigen 6 complex, locus E",A_24_P317762,NM_002346,0.8739,1180
RANBP2L1,RAN binding protein 2-like 1,A_32_P205944,NM_005054,1.1455,1181
THC2287925,,A_32_P191120,hc,0.8636,1182
BX097190,,A_32_P42224,b,NA,1183
TSPAN5,tetraspanin 5,A_23_P323930,NM_005723,0.8642,1184
ENST00000317596,,A_24_P24256,ns,NA,1185
A_24_P332326,,A_24_P332326,0,0.8705,1186
PAQR8,progestin and adipoQ receptor family member VIII,A_24_P334640,NM_133367,1.1346,1187
A_32_P148407,,A_32_P148407,0,1.1449,1188
ENST00000283694,,A_24_P683861,ns,1.1303,1189
A_24_P7570,,A_24_P7570,0,0.8714,1190
PDCD4,programmed cell death 4 (neoplastic transformation inhibitor),A_23_P258862,NM_145341,1.14,1191
BU540282,,A_32_P57013,b,0.863,1192
ECAT8,ES cell associated transcript 8,A_32_P79763,b,1.135,1193
A_24_P508946,,A_24_P508946,0,1.1242,1194
CCND1,cyclin D1 (PRAD1: parathyroid adenomatosis 1),A_23_P202837,NM_053056,1.1505,1195
SBF1,SET binding factor 1,A_23_P109606,NM_002972,0.8936,1196
NR3C1,"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)",A_24_P214754,NM_000176,1.1373,1197
ELL3,elongation factor RNA polymerase II-like 3,A_24_P47988,NM_025165,1.1258,1198
CXorf21,chromosome X open reading frame 21,A_23_P62227,NM_025159,0.8582,1199
MARCKS,myristoylated alanine-rich protein kinase C substrate,A_23_P214222,NM_002356,1.1528,1200
BRP44,brain protein 44,A_23_P114929,NM_015415,0.8677,1201
C20orf103,chromosome 20 open reading frame 103,A_23_P40295,NM_012261,0.9647,1202
RAB37,"RAB37, member RAS oncogene family",A_23_P414654,NM_175738,1.1444,1203
DUSP14,dual specificity phosphatase 14,A_23_P207537,NM_007026,1.1367,1204
HIPK2,homeodomain interacting protein kinase 2,A_23_P169756,NM_022740,1.1326,1205
AK125269,,A_32_P37461,b,0.8748,1206
FLJ33641,hypothetical protein FLJ33641,A_24_P303127,NM_152687,NA,1207
TGFBR2,"transforming growth factor, beta receptor II (70/80kDa)",A_23_P211957,NM_001024847,0.8965,1208
CCL3L3,chemokine (C-C motif) ligand 3-like 3,A_23_P321920,NM_001001437,0.8663,1209
CHST12,carbohydrate (chondroitin 4) sulfotransferase 12,A_23_P310421,NM_018641,0.8737,1210
CD40,CD40 antigen (TNF receptor superfamily member 5),A_23_P57036,NM_001250,1.1446,1211
CFTR,"cystic fibrosis transmembrane conductance regulator, ATP-binding cassette (sub-family C, member 7)",A_23_P215720,NM_000492,NA,1212
AB063923,,A_23_P32793,b,1.1294,1213
ENO2,"enolase 2 (gamma, neuronal)",A_24_P236091,NM_001975,1.1135,1214
PLEKHA1,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1",A_23_P115792,NM_001001974,1.1231,1215
RNP24,coated vesicle membrane protein,A_23_P36445,NM_006815,0.8747,1216
ENST00000309979,,A_24_P85365,ns,1.1412,1217
BE855644,,A_32_P16451,b,1.1117,1218
UNQ5783,DTFT5783,A_32_P86466,b,1.1484,1219
HS3ST1,heparan sulfate (glucosamine) 3-O-sulfotransferase 1,A_23_P121657,NM_005114,1.1382,1220
AK126242,,A_32_P94722,b,1.1407,1221
MYADM,myeloid-associated differentiation marker,A_23_P27584,NM_001020818,1.064,1222
DYRK3,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3,A_24_P345209,NM_001004023,1.1382,1223
KCTD19,potassium channel tetramerisation domain containing 19,A_23_P37785,b,1.0939,1224
RBMS3,"RNA binding motif, single stranded interacting protein",A_32_P228618,NM_001003793,NA,1225
GAA,"glucosidase, alpha; acid (Pompe disease, glycogen storage disease type II)",A_23_P153026,NM_000152,1.1472,1226
THC2295313,,A_32_P19519,hc,NA,1227
RAD52B,RAD52 homolog B (S. cerevisiae),A_23_P141447,NM_145654,1.1348,1228
SDC1,syndecan 1,A_23_P16944,NM_001006946,1.0513,1229
MAP3K8,mitogen-activated protein kinase kinase kinase 8,A_23_P23947,NM_005204,1.1353,1230
C20orf112,chromosome 20 open reading frame 112,A_23_P372096,b,1.1608,1231
ALPK1,alpha-kinase 1,A_23_P133133,NM_025144,1.1457,1232
C10orf58,chromosome 10 open reading frame 58,A_23_P63660,NM_032333,1.1359,1233
PLEKHF2,"pleckstrin homology domain containing, family F (with FYVE domain) member 2",A_23_P20275,NM_024613,1.1414,1234
TTC21A,tetratricopeptide repeat domain 21A,A_23_P428248,NM_145755,1.1339,1235
LOC440909,LOC440909,A_32_P118686,b,1.1318,1236
ACADSB,"acyl-Coenzyme A dehydrogenase, short/branched chain",A_32_P31945,NM_001609,1.1305,1237
ITGA1,"integrin, alpha 1",A_23_P256334,NM_181501,NA,1238
A_24_P686243,,A_24_P686243,0,1.1279,1239
RHBDL4,"rhomboid, veinlet-like 4 (Drosophila)",A_23_P308731,NM_138328,1.1314,1240
RSNL2,restin-like 2,A_23_P417363,b,1.1256,1241
CKLFSF3,chemokine-like factor super family 3,A_23_P88865,NM_144601,1.0376,1242
ENST00000339446,,A_32_P74409,ns,1.1143,1243
MGC39325,hypothetical protein MGC39325,A_23_P395609,NM_147189,NA,1244
MGC71735,hypothetical protein MGC71735,A_32_P94001,b,1.1314,1245
NCALD,neurocalcin delta,A_23_P215883,NM_032041,1.1348,1246
AI827481,,A_32_P48149,b,1.1297,1247
SENP8,SUMO/sentrin specific protease family member 8,A_23_P334263,NM_145204,1.1381,1248
STK33,serine/threonine kinase 33,A_23_P127915,NM_030906,1.1316,1249
ENST00000307662,,A_23_P344531,ns,1.1061,1250
THC2375651,,A_32_P4934,hc,1.1412,1251
A_32_P149735,,A_32_P149735,0,1.1369,1252
GPR30,G protein-coupled receptor 30,A_23_P8640,NM_001505,1.1086,1253
AI439246,,A_32_P191417,b,1.1157,1254
ANKRD15,ankyrin repeat domain 15,A_23_P500130,NM_153186,NA,1255
NEK6,NIMA (never in mitosis gene a)-related kinase 6,A_23_P216920,NM_014397,1.1461,1256
IL18R1,interleukin 18 receptor 1,A_23_P39735,NM_003855,NA,1257
BC031342,,A_24_P101282,b,1.132,1258
IL1B,"interleukin 1, beta",A_23_P79518,NM_000576,1.1133,1259
ENST00000356022,,A_32_P68504,ns,1.1175,1260
PIGR,polymeric immunoglobulin receptor,A_24_P844984,NM_002644,1.0685,1261
STK38L,serine/threonine kinase 38 like,A_24_P99046,NM_015000,1.1409,1262
ADAM29,a disintegrin and metalloproteinase domain 29,A_23_P95536,NM_021779,NA,1263
FLJ12584,melanoma/melanocyte specific protein KU-MEL-1,A_23_P209731,NM_025139,1.1309,1264
HSPB1,heat shock 27kDa protein 1,A_24_P86537,NM_001540,1.1382,1265
CD83,"CD83 antigen (activated B lymphocytes, immunoglobulin superfamily)",A_23_P70670,NM_004233,1.1439,1266
PLD1,"phospholipase D1, phophatidylcholine-specific",A_24_P123190,NM_002662,NA,1267
CD36,"CD36 antigen (collagen type I receptor, thrombospondin receptor)",A_23_P111583,NM_001001547,NA,1268
C1orf67,chromosome 1 open reading frame 67,A_23_P333951,b,1.0745,1269
LOC92270,hypothetical protein LOC92270,A_24_P807031,NM_001017971,1.1179,1270
INPP4B,"inositol polyphosphate-4-phosphatase, type II, 105kDa",A_23_P18559,NM_003866,NA,1271
TRAF1,TNF receptor-associated factor 1,A_23_P216970,NM_005658,1.1452,1272
INSR,insulin receptor,A_23_P4764,NM_000208,1.1201,1273
LOC123688,similar to RIKEN cDNA C630028N24 gene,A_24_P602507,NM_001013619,1.1116,1274
PASK,PAS domain containing serine/threonine kinase,A_24_P299911,NM_015148,1.1431,1275
THC2439806,,A_32_P31123,hc,1.1357,1276
UBASH3A,"ubiquitin associated and SH3 domain containing, A",A_23_P6293,NM_018961,NA,1277
AI860683,,A_32_P201976,b,1.1257,1278
C21orf7,chromosome 21 open reading frame 7,A_23_P57277,NM_020152,NA,1279
METRNL,"meteorin, glial cell differentiation regulator-like",A_23_P10591,NM_001004431,1.1118,1280
ATBF1,AT-binding transcription factor 1,A_23_P118266,NM_006885,1.1318,1281
IGSF4,"immunoglobulin superfamily, member 4",A_24_P227230,NM_014333,1.0376,1282
THC2348230,,A_23_P90780,hc,1.1314,1283
EMR2,"egf-like module containing, mucin-like, hormone receptor-like 2",A_23_P502336,NM_013447,1.1272,1284
LOC130502,similar to CG14894-PA,A_23_P119857,NM_001008237,1.1323,1285
D15F37,D15F37 gene,A_32_P211080,NM_001024681,1.1189,1286
PSCD1,"pleckstrin homology, Sec7 and coiled-coil domains 1(cytohesin 1)",A_23_P83781,NM_004762,1.1355,1287
MARK1,MAP/microtubule affinity-regulating kinase 1,A_23_P424,NM_018650,1.0817,1288
ENST00000308384,,A_24_P170136,ns,1.1287,1289
SLC12A8,"solute carrier family 12 (potassium/chloride transporters), member 8",A_23_P110108,NM_024628,1.1294,1290
KIF13A,kinesin family member 13A,A_23_P214111,NM_022113,1.1212,1291
AK054966,,A_24_P303145,b,1.1252,1292
RSU1,Ras suppressor protein 1,A_23_P149813,NM_012425,NA,1293
HSPB1,heat shock 27kDa protein 1,A_23_P257704,NM_001540,1.136,1294
CBS,cystathionine-beta-synthase,A_23_P166306,NM_000071,1.1022,1295
A_23_P21882,,A_23_P21882,0,1.1252,1296
ARVCF,armadillo repeat gene deletes in velocardiofacial syndrome,A_24_P416961,NM_001670,NA,1297
RABGAP1L,RAB GTPase activating protein 1-like,A_24_P333525,NM_014857,1.1265,1298
TDRD9,tudor domain containing 9,A_32_P208350,NM_153046,1.0986,1299
ENST00000323595,,A_24_P384604,ns,0.9083,1300
THC2445013,,A_32_P494790,hc,NA,1301
PCANAP6,prostate cancer associated protein 6,A_24_P208345,NM_033102,1.1105,1302
BHLHB2,"basic helix-loop-helix domain containing, class B, 2",A_24_P268676,NM_003670,1.1314,1303
A_32_P171348,,A_32_P171348,0,1.1092,1304
DDR2,"discoidin domain receptor family, member 2",A_32_P88965,b,NA,1305
KIAA0746,KIAA0746 protein,A_23_P426021,NM_015187,0.9885,1306
C13orf18,chromosome 13 open reading frame 18,A_23_P53763,NM_025113,1.0985,1307
TMEM16C,transmembrane protein 16C,A_23_P35725,NM_031418,NA,1308
TOX,thymus high mobility group box protein TOX,A_23_P123413,NM_014729,1.0263,1309
CB240572,,A_32_P15898,b,1.0822,1310
IL16,interleukin 16 (lymphocyte chemoattractant factor),A_24_P73599,NM_172217,1.1354,1311
GBE1,"glucan (1,4-alpha-), branching enzyme 1 (glycogen branching enzyme, Andersen disease, glycogen storage disease type IV)",A_23_P121082,NM_000158,1.1335,1312
AJ252276,,A_32_P65589,b,1.0982,1313
BC020899,,A_24_P384979,b,1.1244,1314
PPM1A,"protein phosphatase 1A (formerly 2C), magnesium-dependent, alpha isoform",A_24_P688133,b,1.1244,1315
AK056245,,A_24_P639629,b,1.1393,1316
TNS4,tensin 4,A_23_P207850,NM_032865,1.018,1317
CRIP1,cysteine-rich protein 1 (intestinal),A_23_P44674,NM_001311,1.1171,1318
NUDT12,nudix (nucleoside diphosphate linked moiety X)-type motif 12,A_24_P72012,NM_031438,NA,1319
LSAMP,limbic system-associated membrane protein,A_23_P301855,NM_002338,1.1268,1320
A_32_P103966,,A_32_P103966,0,NA,1321
AU185665,,A_32_P105273,b,1.1244,1322
TOX,thymus high mobility group box protein TOX,A_24_P226755,NM_014729,1.0618,1323
AA627222,,A_32_P44139,b,1.1279,1324
SLC12A6,"solute carrier family 12 (potassium/chloride transporters), member 6",A_23_P65877,NM_005135,1.1349,1325
ENST00000284483,,A_24_P350576,ns,1.1315,1326
CKLFSF7,chemokine-like factor super family 7,A_23_P256413,NM_138410,1.1244,1327
TTC18,tetratricopeptide repeat domain 18,A_23_P326931,NM_145170,1.1524,1328
C11orf21,chromosome 11 open reading frame 21,A_23_P98671,b,NA,1329
CCT6B,"chaperonin containing TCP1, subunit 6B (zeta 2)",A_23_P4082,NM_006584,1.1231,1330
HSD17B12,hydroxysteroid (17-beta) dehydrogenase 12,A_23_P371933,b,1.0964,1331
SNFT,Jun dimerization protein p21SNFT,A_23_P160720,NM_018664,1.1193,1332
HES1,"hairy and enhancer of split 1, (Drosophila)",A_24_P938293,NM_005524,1.1034,1333
AA883249,,A_32_P147419,b,1.1129,1334
THC2391454,,A_32_P62371,hc,1.1295,1335
NGFRAP1,nerve growth factor receptor (TNFRSF16) associated protein 1,A_23_P45524,NM_014380,0.99,1336
MGC15476,thymus expressed gene 3-like,A_23_P360964,NM_145056,1.1315,1337
ICAM1,"intercellular adhesion molecule 1 (CD54), human rhinovirus receptor",A_23_P153320,NM_000201,1.1277,1338
LOC283143,hypothetical protein LOC283143,A_32_P147696,b,1.1236,1339
ARNTL,aryl hydrocarbon receptor nuclear translocator-like,A_23_P162037,NM_001178,1.1409,1340
A_24_P345290,,A_24_P345290,0,1.0953,1341
HAVCR2,hepatitis A virus cellular receptor 2,A_23_P18903,NM_032782,1.0567,1342
APXL2,apical protein 2,A_23_P404902,b,1.1249,1343
A_23_P61068,,A_23_P61068,0,0.9146,1344
NINJ1,ninjurin 1,A_23_P169137,NM_004148,1.1268,1345
P2RY1,"purinergic receptor P2Y, G-protein coupled, 1",A_23_P382835,NM_002563,1.1127,1346
HIG2,hypoxia-inducible protein 2,A_23_P20022,NM_013332,1.1221,1347
LRAP,leukocyte-derived arginine aminopeptidase,A_23_P30243,NM_022350,1.0159,1348
AW205591,,A_32_P18475,b,1.0993,1349
LOC401233,similar to HIV TAT specific factor 1; cofactor required for Tat activation of HIV-1 transcription,A_32_P135890,NM_001013680,1.0891,1350
AIM1,absent in melanoma 1,A_23_P70785,NM_001624,1.1142,1351
ANK1,"ankyrin 1, erythrocytic",A_24_P162485,NM_000037,1.055,1352
AL522024,,A_32_P181443,b,1.0254,1353
TSPYL5,TSPY-like 5,A_23_P417951,NM_033512,1.0405,1354
37506,septin 8,A_23_P144807,b,1.1287,1355
A_32_P36075,,A_32_P36075,0,1.115,1356
GSTM3,glutathione S-transferase M3 (brain),A_23_P12343,NM_000849,1.0938,1357
FAM38B,"family with sequence similarity 38, member B",A_23_P130376,NM_022068,1.0608,1358
C20orf42,chromosome 20 open reading frame 42,A_23_P131935,NM_017671,NA,1359
THC2336892,,A_24_P346967,hc,NA,1360
ENST00000288548,,A_23_P209360,ns,1.1224,1361
BF366211,,A_32_P74243,b,1.1243,1362
PLD1,"phospholipase D1, phophatidylcholine-specific",A_23_P155335,NM_002662,1.0153,1363
THC2277609,,A_32_P35668,hc,1.0943,1364
LZTFL1,leucine zipper transcription factor-like 1,A_24_P37519,NM_020347,NA,1365
LOC254848,hypothetical protein LOC254848,A_32_P178092,b,NA,1366
USP36,ubiquitin specific protease 36,A_23_P352957,NM_025090,1.0992,1367
HERC1,hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 1,A_23_P257503,NM_003922,1.1299,1368
THC2275025,,A_24_P792130,hc,1.1193,1369
MHC2TA,MHC class II transactivator,A_23_P33384,NM_000246,1.109,1370
SNCA,"synuclein, alpha (non A4 component of amyloid precursor)",A_23_P29939,NM_007308,1.0913,1371
TLR1,toll-like receptor 1,A_23_P10873,NM_003263,1.1331,1372
GALM,galactose mutarotase (aldose 1-epimerase),A_24_P212539,NM_138801,1.1147,1373
AK022045,,A_32_P10133,b,1.1235,1374
IL21R,interleukin 21 receptor,A_24_P227927,NM_181078,1.1276,1375
EHD1,EH-domain containing 1,A_23_P52647,NM_006795,1.1282,1376
CBX7,chromobox homolog 7,A_24_P19410,NM_175709,1.1292,1377
TM6SF1,transmembrane 6 superfamily member 1,A_24_P35935,b,1.1174,1378
PRNP,"prion protein (p27-30) (Creutzfeld-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",A_23_P109143,NM_000311,1.1289,1379
IL13RA1,"interleukin 13 receptor, alpha 1",A_24_P288685,NM_001560,1.1257,1380
A_24_P178167,,A_24_P178167,0,1.1201,1381
GM88,88-kDa golgi protein,A_23_P37623,NM_181076,1.1247,1382
KIF21A,kinesin family member 21A,A_24_P366315,NM_017641,1.1215,1383
FLJ22662,hypothetical protein FLJ22662,A_23_P87709,NM_024829,0.89,1384
OAT,ornithine aminotransferase (gyrate atrophy),A_23_P98092,NM_000274,1.1063,1385
AA303143,,A_32_P106864,b,1.088,1386
AK098422,,A_32_P170736,b,1.1285,1387
IQCG,IQ motif containing G,A_23_P300070,NM_032263,1.1634,1388
IGF1,insulin-like growth factor 1 (somatomedin C),A_23_P13907,NM_000618,1.0013,1389
C9orf91,chromosome 9 open reading frame 91,A_24_P4373,NM_153045,1.1253,1390
MID2,midline 2,A_23_P159956,NM_012216,NA,1391
CABYR,calcium binding tyrosine-(Y)-phosphorylation regulated (fibrousheathin 2),A_23_P314712,NM_012189,1.0788,1392
TBC1D4,"TBC1 domain family, member 4",A_23_P88095,NM_014832,1.0825,1393
AF131798,,A_32_P6575,b,1.1273,1394
EFHA2,"EF-hand domain family, member A2",A_24_P194688,NM_181723,1.0808,1395
BIRC3,baculoviral IAP repeat-containing 3,A_23_P98350,NM_001165,1.115,1396
BF213738,,A_23_P76480,b,1.0653,1397
TMEPAI,"transmembrane, prostate androgen induced RNA",A_24_P413126,NM_020182,1.0991,1398
PPM1A,"protein phosphatase 1A (formerly 2C), magnesium-dependent, alpha isoform",A_23_P151679,NM_021003,1.1288,1399
C6orf152,chromosome 6 open reading frame 152,A_23_P418083,NM_181714,NA,1400
TBC1D12,"TBC1 domain family, member 12",A_23_P24215,b,1.1225,1401
TFAP2B,transcription factor AP-2 beta (activating enhancer binding protein 2 beta),A_24_P20954,NM_003221,NA,1402
LOC199725,hypothetical protein LOC199725,A_23_P165042,b,1.1353,1403
ZNF75,zinc finger protein 75 (D8C6),A_23_P339560,b,1.1222,1404
DKFZP434F0318,hypothetical protein DKFZp434F0318,A_23_P48217,NM_030817,1.1191,1405
CYB5,cytochrome b-5,A_23_P101208,NM_001914,1.1095,1406
FLJ31438,hypothetical protein FLJ31438,A_23_P257417,NM_152385,1.1108,1407
ABHD6,abhydrolase domain containing 6,A_23_P211850,NM_020676,1.1367,1408
GOLPH2,golgi phosphoprotein 2,A_23_P146512,NM_016548,1.0114,1409
AP3M2,"adaptor-related protein complex 3, mu 2 subunit",A_24_P64039,NM_006803,1.1321,1410
TNFSF11,"tumor necrosis factor (ligand) superfamily, member 11",A_23_P99386,NM_003701,1.0711,1411
CLDN14,claudin 14,A_23_P91512,NM_144492,1.1261,1412
MGAT4A,"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isoenzyme A",A_23_P28507,NM_012214,1.1011,1413
DNAJC18,"DnaJ (Hsp40) homolog, subfamily C, member 18",A_32_P149251,NM_152686,1.1255,1414
EGR1,early growth response 1,A_23_P214080,NM_001964,1.0639,1415
LY6K,"lymphocyte antigen 6 complex, locus K",A_23_P397293,NM_017527,1.115,1416
HEBP2,heme binding protein 2,A_23_P19691,NM_014320,1.1221,1417
BC063599,,A_24_P306905,b,1.0486,1418
BX641010,,A_32_P2342,b,1.1153,1419
CARD9,"caspase recruitment domain family, member 9",A_23_P500433,NM_052813,1.0704,1420
BC035417,,A_32_P197053,b,1.1264,1421
SFI1,"Sfi1 homolog, spindle assembly associated (yeast)",A_23_P80278,NM_001007467,1.1204,1422
PXK,PX domain containing serine/threonine kinase,A_32_P115606,b,1.1296,1423
LOC147645,hypothetical protein LOC147645,A_23_P101246,b,1.1207,1424
TNFAIP6,"tumor necrosis factor, alpha-induced protein 6",A_23_P165624,NM_007115,1.1098,1425
RCN1,"reticulocalbin 1, EF-hand calcium binding domain",A_23_P203299,NM_002901,1.1273,1426
CNR1,cannabinoid receptor 1 (brain),A_23_P214208,NM_033181,1.1134,1427
THC2370432,,A_24_P516728,hc,1.0972,1428
AK055212,,A_24_P721730,b,1.1023,1429
EVC,Ellis van Creveld syndrome,A_24_P60441,NM_153717,1.1057,1430
