Symbol,GeneName,ProbeName,RefSeq,SAM rank
A_24_P603453,,A_24_P603453,,4268
ZNF687,zinc finger protein 687,A_23_P331813,NM_020832,4269
POLR2A,"polymerase (RNA) II (DNA directed) polypeptide A, 220kDa",A_24_P99679,NM_000937,4270
COQ2,"coenzyme Q2 homolog, prenyltransferase (yeast)",A_24_P917650,b,4271
THC2405171,,A_32_P194742,hc,4272
ZDHHC9,"zinc finger, DHHC-type containing 9",A_23_P148057,NM_016032,4273
hCAP-H2,kleisin beta,A_23_P80398,NM_152299,4274
LOR,loricrin,A_24_P171274,NM_000427,4275
GUSB,"glucuronidase, beta",A_23_P334608,NM_000181,4276
HYPE,Huntingtin interacting protein E,A_23_P128246,NM_007076,4277
CHODL,chondrolectin,A_23_P68669,NM_024944,4278
THC2346171,,A_32_P91519,hc,4279
ZC3H12A,zinc finger CCCH-type containing 12A,A_23_P326160,NM_025079,4280
AK023040,,A_32_P2161,b,4281
THC2281336,,A_24_P596406,hc,4282
A_24_P724106,,A_24_P724106,,4283
A_24_P370484,,A_24_P370484,,4284
DNASE2,"deoxyribonuclease II, lysosomal",A_23_P119266,NM_001375,4285
ZNF658,zinc finger protein 658,A_23_P419202,NM_033160,4286
WDR1,WD repeat domain 1,A_23_P502915,NM_017491,4287
LOC402214,similar to ribosomal protein L13a; 60S ribosomal protein L13a; 23 kD highly basic protein,A_24_P612656,XM_377896,4288
A_24_P929957,,A_24_P929957,,4289
LOC342994,similar to ribosomal protein L34; 60S ribosomal protein L34,A_24_P6975,XM_292836,4290
CLN3,"ceroid-lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)",A_24_P296424,NM_000086,4291
THC2410705,,A_32_P72927,hc,4292
ARFGEF2,ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited),A_23_P5995,NM_006420,4293
FLJ31528,hypothetical protein FLJ31528,A_23_P301340,NM_144679,4294
A_23_P56868,,A_23_P56868,,4295
KIAA1002,KIAA1002 protein,A_23_P10374,NM_014925,4296
POMZP3,"POM (POM121 homolog, rat) and ZP3 fusion",A_23_P168576,NM_152992,4297
RAB3GAP,RAB3 GTPase-activating protein,A_23_P50942,NM_012233,4298
LOC147975,hypothetical LOC147975,A_32_P114117,b,4299
MGC21881,hypothetical protein MGC21881,A_32_P148726,b,4300
LCE4A,late cornified envelope 4A,A_23_P310540,NM_178356,4301
AA635126,,A_24_P915652,b,4302
THC2435791,,A_32_P90685,hc,4303
SH3GL1,SH3-domain GRB2-like 1,A_24_P139094,NM_003025,4304
MYO18B,myosin XVIIIB,A_23_P68846,NM_032608,4305
KLF13,Kruppel-like factor 13,A_32_P197489,NM_015995,4306
A_24_P15906,,A_24_P15906,,4307
AXIN1,axin 1,A_24_P22488,NM_003502,4308
COTL1,coactosin-like 1 (Dictyostelium),A_23_P3866,NM_021149,4309
C20orf7,chromosome 20 open reading frame 7,A_24_P228579,NM_199052,4310
SMAD3,"SMAD, mothers against DPP homolog 3 (Drosophila)",A_23_P48936,NM_005902,4311
THC2436337,,A_32_P164203,hc,4312
CDC73,"cell division cycle 73, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)",A_23_P137731,NM_024529,4313
H3/o,histone H3/o,A_24_P45651,NM_001005464,4314
SLC16A14,"solute carrier family 16 (monocarboxylic acid transporters), member 14",A_23_P131394,NM_152527,4315
ZNHIT1,"zinc finger, HIT domain containing 1",A_23_P111843,NM_006349,4316
A_24_P409681,,A_24_P409681,,4317
RAB30,"RAB30, member RAS oncogene family",A_24_P167338,NM_014488,4318
C14orf105,chromosome 14 open reading frame 105,A_23_P3065,NM_018168,4319
C9orf54,chromosome 9 open reading frame 54,A_23_P71864,NM_032809,4320
CST1,cystatin SN,A_23_P112859,NM_001898,4321
AF086286,,A_24_P302406,b,4322
ABCD2,"ATP-binding cassette, sub-family D (ALD), member 2",A_23_P388124,NM_005164,4323
BTN2A2,"butyrophilin, subfamily 2, member A2",A_24_P337592,NM_181531,4324
NPDC1,"neural proliferation, differentiation and control, 1",A_23_P146572,NM_015392,4325
MGC2477,hypothetical protein MGC2477,A_23_P1948,NM_024099,4326
AA573471,,A_32_P123176,b,4327
A_32_P78164,,A_32_P78164,,4328
AI123606,,A_32_P120211,b,4329
ENST00000325668,,A_24_P212864,ns,4330
TNFRSF11A,"tumor necrosis factor receptor superfamily, member 11a, NFKB activator",A_24_P211106,b,4331
HDAC4,histone deacetylase 4,A_24_P8892,NM_006037,4332
GPR17,G protein-coupled receptor 17,A_23_P16963,NM_005291,4333
ENST00000240349,,A_32_P166392,ns,4334
PMS2,PMS2 postmeiotic segregation increased 2 (S. cerevisiae),A_24_P374586,NM_000535,4335
COX8A,cytochrome c oxidase subunit 8A (ubiquitous),A_23_P52639,NM_004074,4336
CRSP6,"cofactor required for Sp1 transcriptional activation, subunit 6, 77kDa",A_24_P941459,b,4337
SMUG1,single-strand selective monofunctional uracil DNA glycosylase,A_24_P75072,NM_014311,4338
SPINT2,"serine protease inhibitor, Kunitz type, 2",A_23_P27795,NM_021102,4339
AF283771,,A_24_P692566,b,4340
RAB39B,"RAB39B, member RAS oncogene family",A_24_P408603,NM_171998,4341
SERPINF1,"serine (or cysteine) proteinase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1",A_23_P100660,NM_002615,4342
A_24_P625898,,A_24_P625898,,4343
B4GalNac-T3,"beta 1,4-N-acetylgalactosaminyltransferase-transferase-III",A_24_P306892,NM_173593,4344
C1orf96,chromosome 1 open reading frame 96,A_23_P366908,NM_145257,4345
PERP,"PERP, TP53 apoptosis effector",A_23_P214950,NM_022121,4346
ENST00000244221,,A_24_P860797,ns,4347
AK056245,,A_24_P639629,b,4348
BRF2,"BRF2, subunit of RNA polymerase III transcription initiation factor, BRF1-like",A_23_P20480,NM_018310,4349
FLJ13111,hypothetical protein FLJ13111,A_24_P13804,NM_025082,4350
RPN2,ribophorin II,A_23_P108994,NM_002951,4351
C9orf90,chromosome 9 open reading frame 90,A_24_P920298,b,4352
MGC35033,hypothetical protein MGC35033,A_23_P405878,NM_152319,4353
DNM2,dynamin 2,A_23_P407074,NM_001005360,4354
HSD17B7,hydroxysteroid (17-beta) dehydrogenase 7,A_23_P11859,NM_016371,4355
IMP-3,IGF-II mRNA-binding protein 3,A_23_P19987,NM_006547,4356
ATAD1,"ATPase family, AAA domain containing 1",A_24_P329777,NM_032810,4357
FLJ21148,hypothetical protein FLJ21148,A_23_P129358,NM_024860,4358
RFXAP,regulatory factor X-associated protein,A_23_P315789,NM_000538,4359
GOT1,"glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)",A_24_P81473,NM_002079,4360
BF570356,,A_32_P185259,b,4361
GLIS3,GLIS family zinc finger 3,A_23_P350249,b,4362
TMEM30B,transmembrane protein 30B,A_24_P616840,NM_001017970,4363
A_23_P421323,,A_23_P421323,,4364
AMY1C,"amylase, alpha 1C; salivary",A_23_P23611,NM_001008219,4365
FLJ20315,hypothetical protein FLJ20315,A_23_P3934,NM_017763,4366
PCGF1,polycomb group ring finger 1,A_23_P68059,NM_032673,4367
C10orf61,chromosome 10 open reading frame 61,A_32_P2738,NM_015631,4368
AV759013,,A_32_P202488,b,4369
COL6A1,"collagen, type VI, alpha 1",A_32_P32254,NM_001848,4370
ILF3,"interleukin enhancer binding factor 3, 90kDa",A_23_P329152,NM_012218,4371
ENST00000304230,,A_32_P128781,ns,4372
A_24_P7111,,A_24_P7111,,4373
DNM1L,dynamin 1-like,A_23_P204324,NM_012062,4374
AF119842,,A_23_P5479,b,4375
MAP4K2,mitogen-activated protein kinase kinase kinase kinase 2,A_24_P287075,NM_004579,4376
RAC2,"ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)",A_24_P228717,NM_002872,4377
A_24_P572229,,A_24_P572229,,4378
MED6,"mediator of RNA polymerase II transcription, subunit 6 homolog (yeast)",A_24_P318319,NM_005466,4379
CR621148,,A_32_P140656,b,4380
TBK1,TANK-binding kinase 1,A_23_P44768,NM_013254,4381
IQGAP3,IQ motif containing GTPase activating protein 3,A_23_P329335,NM_178229,4382
FAM59A,"family with sequence similarity 59, member A",A_24_P370042,NM_022751,4383
PDXK,"pyridoxal (pyridoxine, vitamin B6) kinase",A_24_P318967,NM_003681,4384
OR8K3,"olfactory receptor, family 8, subfamily K, member 3",A_23_P36050,NM_001005202,4385
THC2341615,,A_32_P200970,hc,4386
OXCT1,3-oxoacid CoA transferase 1,A_32_P63848,NM_000436,4387
RPL36A,ribosomal protein L36a,A_32_P136319,NM_021029,4388
RPL8,ribosomal protein L8,A_23_P31654,NM_033301,4389
GPR142,G protein-coupled receptor 142,A_23_P49559,NM_181790,4390
RASSF3,Ras association (RalGDS/AF-6) domain family 3,A_23_P2397,NM_178169,4391
STK17A,serine/threonine kinase 17a (apoptosis-inducing),A_23_P82550,NM_004760,4392
AI076273,,A_24_P518828,b,4393
ZNF254,zinc finger protein 254,A_23_P324453,NM_004876,4394
SFRS8,"splicing factor, arginine/serine-rich 8 (suppressor-of-white-apricot homolog, Drosophila)",A_32_P109704,NM_004592,4395
SPAG9,sperm associated antigen 9,A_23_P207476,b,4396
RRM1,ribonucleotide reductase M1 polypeptide,A_23_P87351,NM_001033,4397
AK125269,,A_32_P37461,b,4398
AK026647,,A_24_P835500,b,4399
THC2404704,,A_23_P208626,hc,4400
RAD54B,RAD54 homolog B (S. cerevisiae),A_23_P82738,NM_012415,4401
A_24_P229807,,A_24_P229807,,4402
C9orf91,chromosome 9 open reading frame 91,A_24_P4373,NM_153045,4403
IFI44L,interferon-induced protein 44-like,A_23_P45871,NM_006820,4404
FBLN1,fibulin 1,A_23_P303113,NM_006485,4405
YWHAB,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide",A_23_P500251,NM_003404,4406
PIGV,"phosphatidylinositol glycan, class V",A_23_P46378,NM_017837,4407
SLC7A5,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 5",A_24_P335620,NM_003486,4408
ZNF30,zinc finger protein 30 (KOX 28),A_32_P203430,NM_194325,4409
7A5,putative binding protein 7a5,A_32_P131031,NM_182762,4410
A_24_P273214,,A_24_P273214,,4411
PCNT2,pericentrin 2 (kendrin),A_23_P57347,NM_006031,4412
CHMP4C,chromatin modifying protein 4C,A_23_P432598,NM_152284,4413
BENE,BENE protein,A_24_P80204,NM_005434,4414
LOC153914,hypothetical protein LOC153914,A_24_P320597,b,4415
EFHA2,"EF-hand domain family, member A2",A_32_P202502,NM_181723,4416
AF090939,,A_23_P359174,b,4417
IRX4,iroquois homeobox protein 4,A_23_P110837,NM_016358,4418
LZIC,leucine zipper and CTNNBIP1 domain containing,A_23_P784,NM_032368,4419
C10orf42,chromosome 10 open reading frame 42,A_23_P346405,NM_138357,4420
C6orf84,chromosome 6 open reading frame 84,A_23_P145424,NM_014895,4421
NPM1,"nucleophosmin (nucleolar phosphoprotein B23, numatrin)",A_23_P214037,NM_002520,4422
LOC145853,hypothetical LOC145853,A_24_P600087,b,4423
GRID2,"glutamate receptor, ionotropic, delta 2",A_32_P229221,b,4424
EXOC7,exocyst complex component 7,A_23_P89163,NM_001013839,4425
CR612065,,A_32_P52251,b,4426
BRS3,bombesin-like receptor 3,A_23_P33961,NM_001727,4427
RCBTB2,regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2,A_23_P14105,NM_001268,4428
HSPH1,heat shock 105kDa/110kDa protein 1,A_23_P88119,NM_006644,4429
AY030238,,A_32_P190404,b,4430
MRPL20,mitochondrial ribosomal protein L20,A_24_P8768,NM_017971,4431
DCC1,defective in sister chromatid cohesion homolog 1 (S. cerevisiae),A_23_P252740,NM_024094,4432
IRF7,interferon regulatory factor 7,A_24_P378019,NM_004031,4433
SSH1,slingshot homolog 1 (Drosophila),A_24_P109524,NM_018984,4434
SEC14L1,SEC14-like 1 (S. cerevisiae),A_24_P237766,NM_003003,4435
INSIG1,insulin induced gene 1,A_23_P22027,NM_198336,4436
DNM1L,dynamin 1-like,A_24_P743907,b,4437
PPP1R14B,"protein phosphatase 1, regulatory (inhibitor) subunit 14B",A_23_P365817,NM_138689,4438
TSPAN14,tetraspanin 14,A_24_P98613,NM_030927,4439
MRPS10,mitochondrial ribosomal protein S10,A_24_P209285,NM_018141,4440
SAMD4,sterile alpha motif domain containing 4,A_24_P383523,NM_015589,4441
PSMD10,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 10",A_23_P258570,NM_002814,4442
MAEA,macrophage erythroblast attacher,A_24_P334445,NM_001017405,4443
C9orf74,chromosome 9 open reading frame 74,A_24_P415168,NM_030914,4444
ORM1,orosomucoid 1,A_23_P169494,NM_000607,4445
DHRS2,dehydrogenase/reductase (SDR family) member 2,A_23_P48570,NM_182908,4446
AK026502,,A_24_P753331,b,4447
LOC440523,LOC440523,A_24_P16214,b,4448
FLJ23554,hypothetical protein FLJ23554,A_23_P83751,NM_024806,4449
NR1I2,"nuclear receptor subfamily 1, group I, member 2",A_23_P109785,NM_003889,4450
PLA1A,phospholipase A1 member A,A_23_P29816,NM_015900,4451
ENST00000343903,,A_24_P221745,ns,4452
A_24_P911766,,A_24_P911766,,4453
Z25424,,A_24_P938135,b,4454
SMILE,SMILE protein,A_23_P48264,NM_181783,4455
MGC33692,similar to RIKEN cDNA 1700027J05 gene,A_24_P659036,NM_001001794,4456
TXNDC11,thioredoxin domain containing 11,A_24_P282031,NM_015914,4457
PTTG1IP,pituitary tumor-transforming 1 interacting protein,A_24_P391260,NM_004339,4458
PCM1,pericentriolar material 1,A_24_P135167,NM_006197,4459
MGC13057,hypothetical protein MGC13057,A_23_P17130,NM_032321,4460
WDR58,WD repeat domain 58,A_23_P37949,NM_024339,4461
NP103207,,A_23_P70492,hc,4462
ALS2CR2,"amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 2",A_24_P299562,b,4463
PDE4A,"phosphodiesterase 4A, cAMP-specific (phosphodiesterase E2 dunce homolog, Drosophila)",A_24_P322474,NM_006202,4464
PDLIM7,PDZ and LIM domain 7 (enigma),A_23_P144896,NM_203353,4465
POP5,"processing of precursor 5, ribonuclease P/MRP subunit (S. cerevisiae)",A_23_P99216,NM_015918,4466
CDC42EP4,CDC42 effector protein (Rho GTPase binding) 4,A_23_P66891,NM_012121,4467
ENST00000360592,,A_24_P100684,ns,4468
CDC42BPA,CDC42 binding protein kinase alpha (DMPK-like),A_24_P205458,NM_003607,4469
AF088004,,A_24_P880000,b,4470
WDR75,WD repeat domain 75,A_32_P217510,NM_032168,4471
PARP10,"poly (ADP-ribose) polymerase family, member 10",A_23_P84762,NM_032789,4472
ARG99,ARG99 protein,A_23_P371495,b,4473
A_24_P75558,,A_24_P75558,,4474
PTPRC,"protein tyrosine phosphatase, receptor type, C",A_23_P125451,NM_002838,4475
UGT2B17,"UDP glucuronosyltransferase 2 family, polypeptide B17",A_24_P17691,NM_001077,4476
RPL14,ribosomal protein L14,A_32_P81149,NM_003973,4477
CECR4,"cat eye syndrome chromosome region, candidate 4",A_32_P131143,b,4478
A_24_P170283,,A_24_P170283,,4479
TBCE,tubulin-specific chaperone e,A_23_P52147,NM_003193,4480
PKP3,plakophilin 3,A_23_P95810,NM_007183,4481
LOC391130,similar to ribosomal protein S17,A_24_P383569,XM_372803,4482
CCND2,cyclin D2,A_23_P139881,NM_001759,4483
C9orf72,chromosome 9 open reading frame 72,A_23_P324633,NM_018325,4484
LOX,lysyl oxidase,A_23_P122216,NM_002317,4485
TP53I11,tumor protein p53 inducible protein 11,A_23_P150281,b,4486
HTF9C,HpaII tiny fragments locus 9C,A_24_P305662,NM_022727,4487
DRAP1,DR1-associated protein 1 (negative cofactor 2 alpha),A_23_P138856,NM_006442,4488
LIPH,"lipase, member H",A_23_P84219,NM_139248,4489
ENST00000343767,,A_24_P170253,ns,4490
THC2278542,,A_24_P602871,hc,4491
THC2342473,,A_32_P162357,hc,4492
A_24_P298962,,A_24_P298962,,4493
C10orf13,chromosome 10 open reading frame 13,A_23_P417994,NM_152429,4494
OR5L2,"olfactory receptor, family 5, subfamily L, member 2",A_24_P258235,NM_001004739,4495
TXNL2,thioredoxin-like 2,A_24_P381029,NM_006541,4496
GSG2,germ cell associated 2 (haspin),A_24_P76521,b,4497
MUS81,MUS81 endonuclease homolog (yeast),A_24_P412238,NM_025128,4498
E2F4,"E2F transcription factor 4, p107/p130-binding",A_24_P318457,NM_001950,4499
SFRP5,secreted frizzled-related protein 5,A_23_P1352,NM_003015,4500
ARF4,ADP-ribosylation factor 4,A_23_P431789,NM_001660,4501
LOC388524,similar to Laminin receptor 1,A_24_P508410,NM_001005472,4502
SGCB,"sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)",A_23_P251104,NM_000232,4503
THC2358101,,A_32_P142459,hc,4504
CXorf44,chromosome X open reading frame 44,A_23_P415061,NM_138362,4505
USP7,ubiquitin specific protease 7 (herpes virus-associated),A_23_P49481,NM_003470,4506
NDUFA11,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa",A_23_P320185,NM_175614,4507
HS2ST1,heparan sulfate 2-O-sulfotransferase 1,A_32_P150928,NM_012262,4508
RPS12,ribosomal protein S12,A_23_P82128,NM_001016,4509
SAFB2,scaffold attachment factor B2,A_23_P27894,NM_014649,4510
SLC19A2,"solute carrier family 19 (thiamine transporter), member 2",A_23_P160466,NM_006996,4511
SMAD4,"SMAD, mothers against DPP homolog 4 (Drosophila)",A_23_P27346,NM_005359,4512
PRKCI,"protein kinase C, iota",A_23_P18392,NM_002740,4513
AX721277,,A_24_P323698,b,4514
AK091744,,A_24_P529786,b,4515
THC2368355,,A_32_P11526,hc,4516
SLC2A6,"solute carrier family 2 (facilitated glucose transporter), member 6",A_23_P169249,NM_017585,4517
F2RL3,coagulation factor II (thrombin) receptor-like 3,A_24_P228470,NM_003950,4518
ENST00000313481,,A_24_P32715,ns,4519
KCTD5,potassium channel tetramerisation domain containing 5,A_32_P191084,NM_018992,4520
BC024289,,A_24_P15388,b,4521
JMJD1B,jumonji domain containing 1B,A_23_P7783,NM_016604,4522
THC2298931,,A_32_P137826,hc,4523
ARHGAP27,Rho GTPase activating protein 27,A_23_P141335,NM_199282,4524
THC2308304,,A_32_P145790,hc,4525
FGD2,"FYVE, RhoGEF and PH domain containing 2",A_24_P140788,NM_173558,4526
TMEM30A,transmembrane protein 30A,A_23_P70290,NM_018247,4527
IL2RG,"interleukin 2 receptor, gamma (severe combined immunodeficiency)",A_23_P148473,NM_000206,4528
C7orf27,chromosome 7 open reading frame 27,A_23_P251898,NM_152743,4529
APG7L,APG7 autophagy 7-like (S. cerevisiae),A_23_P143987,NM_006395,4530
MGC52000,CXYorf1-related protein,A_24_P41291,NM_198943,4531
GBAP,"glucosidase, beta; acid, pseudogene",A_32_P512061,NR_002188,4532
FLJ10099,hypothetical protein FLJ10099,A_23_P93677,NM_017994,4533
ARSA,arylsulfatase A,A_23_P255436,NM_000487,4534
ARMC8,armadillo repeat containing 8,A_23_P29784,b,4535
FLJ35390,hypothetical protein FLJ35390,A_24_P24183,b,4536
HAS2,hyaluronan synthase 2,A_23_P10206,NM_005328,4537
BX110985,,A_32_P132194,b,4538
CCNT2,cyclin T2,A_24_P174341,NM_058241,4539
FLJ23342,hypothetical protein FLJ23342,A_23_P52885,NM_024631,4540
PHLDA1,"pleckstrin homology-like domain, family A, member 1",A_23_P76450,NM_007350,4541
MIF,macrophage migration inhibitory factor (glycosylation-inhibiting factor),A_23_P91619,NM_002415,4542
FLJ25222,CXYorf1-related protein,A_23_P11744,NM_199163,4543
DJ971N18.2,hypothetical protein DJ971N18.2,A_24_P250535,NM_021156,4544
A_32_P179807,,A_32_P179807,,4545
AI791380,,A_32_P121640,b,4546
ZNF668,zinc finger protein 668,A_23_P66289,NM_024706,4547
NKTR,natural killer-tumor recognition sequence,A_24_P171601,NM_001012651,4548
U94902,,A_24_P919538,b,4549
PNPT1,polyribonucleotide nucleotidyltransferase 1,A_32_P76035,b,4550
RELA,"v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 (avian)",A_23_P104689,b,4551
A_24_P401013,,A_24_P401013,,4552
RPL34,ribosomal protein L34,A_24_P203909,NM_033625,4553
CD96,CD96 antigen,A_23_P44154,NM_198196,4554
MDFI,MyoD family inhibitor,A_23_P42168,NM_005586,4555
METRN,"meteorin, glial cell differentiation regulator",A_24_P339201,NM_024042,4556
PKN2,protein kinase N2,A_23_P23227,NM_006256,4557
CHRNB1,"cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)",A_23_P207106,NM_000747,4558
IREB2,iron-responsive element binding protein 2,A_23_P106497,NM_004136,4559
KIAA1608,KIAA1608,A_24_P272761,NM_020946,4560
HEL308,DNA helicase HEL308,A_24_P273635,NM_133636,4561
NRD1,nardilysin (N-arginine dibasic convertase),A_23_P23006,NM_002525,4562
NDUFS8,"NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)",A_23_P86774,NM_002496,4563
C16orf24,chromosome 16 open reading frame 24,A_23_P54728,NM_023933,4564
BC089454,,A_24_P418044,b,4565
GLG1,golgi apparatus protein 1,A_23_P140916,NM_012201,4566
ELL,elongation factor RNA polymerase II,A_23_P16537,NM_006532,4567
PMF1,polyamine-modulated factor 1,A_23_P635,NM_007221,4568
PHF19,PHD finger protein 19,A_23_P401904,NM_001009936,4569
C14orf24,chromosome 14 open reading frame 24,A_23_P322704,NM_173607,4570
TMEM35,transmembrane protein 35,A_23_P45324,NM_021637,4571
ZDHHC16,"zinc finger, DHHC-type containing 16",A_23_P150009,NM_198046,4572
PPARBP,PPAR binding protein,A_24_P940666,b,4573
PARD6G,par-6 partitioning defective 6 homolog gamma (C. elegans),A_24_P74070,NM_032510,4574
U21012,,A_24_P358321,b,4575
SNTB1,"syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)",A_23_P95029,NM_021021,4576
IBRDC1,IBR domain containing 1,A_23_P353005,NM_152553,4577
ARL4,ADP-ribosylation factor-like 4,A_23_P145761,NM_005738,4578
A_24_P247175,,A_24_P247175,,4579
LOC400969,similar to CDNA sequence BC012256,A_32_P218707,XM_379108,4580
THC2378360,,A_32_P19460,hc,4581
PFAS,phosphoribosylformylglycinamidine synthase (FGAR amidotransferase),A_23_P402610,NM_012393,4582
RAB11B,"RAB11B, member RAS oncogene family",A_23_P67748,NM_004218,4583
BCL7A,B-cell CLL/lymphoma 7A,A_24_P203056,NM_020993,4584
ENST00000303598,,A_24_P203726,ns,4585
ENST00000334962,,A_24_P144487,ns,4586
FBXO3,F-box protein 3,A_23_P202844,NM_012175,4587
STUB1,STIP1 homology and U-box containing protein 1,A_23_P37870,NM_005861,4588
RPL29,ribosomal protein L29,A_32_P162004,NM_000992,4589
PEX5L,peroxisomal biogenesis factor 5-like,A_24_P328657,NM_016559,4590
Lin10,lin-10 protein homolog,A_24_P292831,NM_025187,4591
FRMD4A,FERM domain containing 4A,A_24_P374741,b,4592
LOC402055,similar to SRR1-like protein,A_32_P135385,NM_001013694,4593
LEPRE1,leucine proline-enriched proteoglycan (leprecan) 1,A_23_P63038,NM_022356,4594
THC2274885,,A_24_P864777,hc,4595
SLC4A7,"solute carrier family 4, sodium bicarbonate cotransporter, member 7",A_23_P132468,NM_003615,4596
HTLF,human T-cell leukemia virus enhancer factor,A_32_P140898,NM_002158,4597
FLJ23825,hypothetical protein FLJ23825,A_23_P300174,NM_173620,4598
A_24_P24150,,A_24_P24150,,4599
CTL2,CTL2 protein,A_24_P10657,NM_020428,4600
MEA1,male-enhanced antigen 1,A_23_P30745,NM_014623,4601
SDF4,stromal cell derived factor 4,A_23_P201338,NM_016176,4602
LENEP,lens epithelial protein,A_23_P353679,NM_018655,4603
A_24_P534290,,A_24_P534290,,4604
CYB5R3,cytochrome b5 reductase 3,A_24_P378958,NM_000398,4605
CA4,carbonic anhydrase IV,A_23_P4096,NM_000717,4606
RANBP10,RAN binding protein 10,A_23_P369733,NM_020850,4607
ZHX2,zinc fingers and homeoboxes 2,A_23_P168951,NM_014943,4608
LOC91614,novel 58.3 KDA protein,A_23_P385126,NM_139160,4609
A_24_P676259,,A_24_P676259,,4610
DUSP9,dual specificity phosphatase 9,A_24_P417189,NM_001395,4611
ARHGAP20,Rho GTPase activating protein 20,A_23_P422933,NM_020809,4612
LIG3,"ligase III, DNA, ATP-dependent",A_24_P119519,NM_002311,4613
THC2281350,,A_32_P76602,hc,4614
CYP2R1,"cytochrome P450, family 2, subfamily R, polypeptide 1",A_23_P202860,NM_024514,4615
MICAL-L1,MICAL-like 1,A_23_P68922,NM_033386,4616
GFPT1,glutamine-fructose-6-phosphate transaminase 1,A_23_P44083,NM_002056,4617
AI085826,,A_32_P231250,b,4618
AJ295984,,A_24_P8395,b,4619
DGCR6,DiGeorge syndrome critical region gene 6,A_24_P202948,NM_005675,4620
A_24_P153324,,A_24_P153324,,4621
ZNF462,zinc finger protein 462,A_23_P60499,NM_021224,4622
CHCHD5,coiled-coil-helix-coiled-coil-helix domain containing 5,A_23_P154282,NM_032309,4623
SERPINB9,"serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 9",A_32_P38323,NM_004155,4624
FEM1A,fem-1 homolog a (C.elegans),A_24_P219920,NM_018708,4625
LOC401016,similar to ribosomal protein S3a; 40S ribosomal protein S3a; v-fos transformation effector protein 1,A_32_P49392,XM_376150,4626
MGC42157,hypothetical locus MGC42157,A_24_P388703,b,4627
SRCAP,Snf2-related CBP activator protein,A_23_P394917,NM_006662,4628
MBD3,methyl-CpG binding domain protein 3,A_23_P50839,NM_003926,4629
TPST1,tyrosylprotein sulfotransferase 1,A_23_P145965,NM_003596,4630
UBE1L,ubiquitin-activating enzyme E1-like,A_23_P21207,NM_003335,4631
ATP11B,"ATPase, Class VI, type 11B",A_24_P340428,NM_014616,4632
BC040982,,A_24_P288116,b,4633
ZCCHC2,"zinc finger, CCHC domain containing 2",A_23_P55564,b,4634
DARS2,aspartyl-tRNA synthetase 2 (mitochondrial),A_23_P148984,NM_018122,4635
PKD2,polycystic kidney disease 2 (autosomal dominant),A_23_P167324,NM_000297,4636
KIAA1632,KIAA1632,A_24_P392146,b,4637
PPARA,"peroxisome proliferative activated receptor, alpha",A_24_P417036,NM_001001930,4638
OXR1,oxidation resistance 1,A_24_P163632,NM_181354,4639
CPNE8,copine VIII,A_23_P87556,NM_153634,4640
GGT2,gamma-glutamyltransferase 2,A_24_P42066,NM_002058,4641
TNFSF9,"tumor necrosis factor (ligand) superfamily, member 9",A_23_P67224,NM_003811,4642
PHF17,PHD finger protein 17,A_23_P410587,NM_024900,4643
PRNPIP,prion protein interacting protein,A_32_P155416,b,4644
DUSP10,dual specificity phosphatase 10,A_23_P51856,NM_007207,4645
RPS24,ribosomal protein S24,A_23_P1206,NM_001026,4646
CD174733,,A_24_P315440,b,4647
KLK15,kallikrein 15,A_23_P4856,NM_138564,4648
GALGT,UDP-N-acetyl-alpha-D-galactosamine:(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase (GalNAc-T),A_23_P87461,NM_001478,4649
TLK2,tousled-like kinase 2,A_32_P116399,NM_006852,4650
C10orf137,chromosome 10 open reading frame 137,A_23_P1403,NM_015608,4651
GAK,cyclin G associated kinase,A_23_P155700,NM_005255,4652
ENST00000346571,,A_24_P922808,ns,4653
C11orf2,chromosome 11 open reading frame2,A_23_P104641,NM_013265,4654
ST3GAL5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",A_23_P311869,NM_003896,4655
FLJ37035,FLJ37035 protein,A_32_P406028,b,4656
